Ind,Longitude,Latitude
QH-W-9-30,-109.5260694,38.57253566
QH-W-9-31,-109.5268629,38.57280517
QH-W-9-32,-109.5272456,38.57311638
QH-W-9-33,-109.5272706,38.57329962
QH-W-9-34,-109.5273316,38.57351666
QH-W-9-35,-109.5274755,38.57383387
QH-W-10,-109.5275583,38.57405299
QH-W-10-1,-109.7249519,38.76172233
QH-W-10-2,-109.7249519,38.76172233
QH-W-10-3,-109.7247866,38.76202241
QH-W-10-4,-109.7250555,38.76211275
QH-W-10-5,-109.7245689,38.76248321
QH-W-10-6,-109.725173,38.76268624
QH-W-10-7,-109.7248746,38.76244689
QH-W-10-8,-109.7249324,38.7624286
QH-W-10-9,-109.7248363,38.76239601
QH-W-10-10,-109.7250221,38.76276029
QH-W-10-11,-109.7248576,38.76288556
QH-W-10-12,-109.7248477,38.76344144
QH-W-10-13,-109.7246324,38.76383108
QH-W-10-14,-109.7242469,38.76382687
QH-W-10-15,-109.7241113,38.764075
QH-W-10-16,-109.7257047,38.76404643
QH-W-10-17,-109.7254573,38.764497
QH-W-10-18,-109.7254495,38.76493756
QH-W-10-19,-109.7262734,38.76494655
QH-W-10-20,-109.7267528,38.76510857
QH-W-10-21,-109.7267225,38.76513076
QH-W-10-22,-109.7265781,38.76541665
QH-W-10-23,-109.7265833,38.7651226
QH-W-10-24,-109.726421,38.76480398
QH-W-10-25,-109.7264339,38.76407691
QH-W-10-26,-109.7262308,38.76391249
QH-W-10-27,-109.7262204,38.76391238
QH-W-10-28,-109.7262277,38.76350425
QH-W-10-29,-109.7272813,38.7634148
QH-W-10-30,-109.7271267,38.76311124
QH-W-10-31,-109.7266786,38.7634533
QH-W-11,-109.7262609,38.76344874
QH-W-11-1,-107.1716702,34.99828658
QH-W-11-2,-107.1716702,34.99828658
QH-W-11-3,-107.1716702,34.99828658
QH-W-11-4,-107.1716702,34.99828658
QH-W-11-5,-107.1716702,34.99828658
QH-W-11-6,-107.1716702,34.99828658
QH-W-11-7,-107.1716702,34.99828658
QH-W-11-8,-107.1716702,34.99828658
QH-W-11-9,-107.1716702,34.99828658
QH-W-11-10,-107.1716702,34.99828658
QH-W-11-11,-107.1716702,34.99828658
QH-W-11-12,-107.1716702,34.99828658
QH-W-11-13,-107.1716702,34.99828658
QH-W-11-14,-107.1716702,34.99828658
QH-W-11-15,-107.1716702,34.99828658
QH-W-11-16,-107.1716702,34.99828658
QH-W-11-17,-107.1716702,34.99828658
QH-W-11-18,-107.1716702,34.99828658
QH-W-11-19,-107.1716702,34.99828658
QH-W-11-20,-107.1716702,34.99828658
QH-W-12,-107.1716702,34.99828658
QH-W-12-1,-105.1060839,38.50230929
QH-W-12-2,-105.1060839,38.50230929
QH-W-12-3,-105.1060839,38.50230929
QH-W-12-4,-105.1060839,38.50230929
QH-W-12-5,-105.1060839,38.50230929
QH-W-12-6,-105.1060839,38.50230929
QH-W-12-7,-105.1060839,38.50230929
QH-W-12-8,-105.1060839,38.50230929
QH-W-12-9,-105.1060839,38.50230929
QH-W-12-10,-105.1060839,38.50230929
QH-W-12-11,-105.1060839,38.50230929
QH-W-12-12,-105.1060839,38.50230929
QH-W-12-13,-105.1060839,38.50230929
QH-W-12-14,-105.1060839,38.50230929
QH-W-12-15,-105.1060839,38.50230929
QH-W-12-16,-105.1060839,38.50230929
QH-W-12-17,-105.1060839,38.50230929
QH-W-12-18,-105.1060839,38.50230929
QH-W-12-19,-105.1060839,38.50230929
QH-W-12-20,-105.1060839,38.50230929
QH-W-AUX1,-105.1060839,38.50230929
QH-W-AUX1-1,-109.9122742,37.24164838
QH-W-AUX1-2,-109.9122742,37.24164838
QH-W-AUX1-3,-109.9122742,37.24164838
QH-W-AUX1-4,-109.9122742,37.24164838
QH-W-AUX1-5,-109.9122742,37.24164838
QH-W-AUX1-6,-109.9122742,37.24164838
QH-W-AUX1-7,-109.9122742,37.24164838
QH-W-AUX1-8,-109.9122742,37.24164838
QH-W-AUX2,-109.9122742,37.24164838
QH-W-AUX2-1,-109.6339313,37.52253571
QH-W-AUX2-2,-109.6339313,37.52253571
QH-W-AUX2-3,-109.6339313,37.52253571
QH-W-AUX2-4,-109.6339313,37.52253571
QH-W-AUX2-5,-109.6339313,37.52253571
QH-W-AUX3,-109.6339313,37.52253571
QH-W-AUX3-1,-110.5687905,38.00006011
QH-W-AUX3-2,-110.5687905,38.00006011
QH-W-AUX3-3,-110.5687905,38.00006011
QH-W-AUX3-4,-110.5687905,38.00006011
QH-W-AUX3-5,-110.5687905,38.00006011
QH-W-AUX3-6,-110.5687905,38.00006011
QH-W-AUX3-7,-110.5687905,38.00006011
QH-W-AUX3-8,-110.5687905,38.00006011
QH-W-AUX3-9,-110.5687905,38.00006011
QH-W-AUX3-10,-110.5687905,38.00006011
QH-W-AUX3-11,-110.5687905,38.00006011
QH-W-AUX3-12,-110.5687905,38.00006011
QH-W-AUX3-13,-110.5687905,38.00006011
QH-W-AUX3-14,-110.5687905,38.00006011
QH-W-AUX3-15,-110.5687905,38.00006011
QH-W-AUX3-16,-110.5687905,38.00006011
QH-W-AUX3-17,-110.5687905,38.00006011
QH-W-AUX3-18,-110.5687905,38.00006011
QH-W-AUX4,-110.5687905,38.00006011
QH-W-AUX4-1,-109.6946041,38.69719285
QH-W-AUX10,-109.6946041,38.69719285
QH-W-AUX10-1,-109.6572654,38.69987079
QH-W-AUX10-2,-109.6572654,38.69987079
QH-W-AUX10-3,-109.6572654,38.69987079
,-109.6572654,38.69987079
