Ind,Longitude,Latitude
QH-E-2-15,-103.8647724,33.40796408
QH-E-2-16,-103.8646278,33.40784042
QH-E-2-17,-103.8642677,33.40778806
QH-E-2-18,-103.8636049,33.40778199
QH-E-2-19,-103.8632149,33.40777841
QH-E-2-20,-103.8629712,33.40777618
QH-E-2-21,-103.8628266,33.4076522
QH-E-2-22,-103.8620467,33.40764505
QH-E-2-23,-103.8620478,33.40756329
QH-E-2-24,-103.8618736,33.40770624
QH-E-2-25,-103.8670019,33.4070863
QH-E-3,-103.3443426,33.71194101
QH-E-3-1,-103.3634497,33.68658948
QH-E-3-2,-103.3633618,33.68658831
QH-E-3-3,-103.363264,33.68658702
QH-E-3-4,-103.3631662,33.68658572
QH-E-3-5,-103.3630684,33.68658443
QH-E-3-6,-103.3626773,33.68657924
QH-E-3-7,-103.362533,33.6864547
QH-E-3-8,-103.3624352,33.6864534
QH-E-3-9,-103.3622396,33.68645081
QH-E-3-10,-103.3621419,33.68644951
QH-E-3-11,-103.3618485,33.68644562
QH-E-3-12,-103.3612228,33.68643732
QH-E-3-13,-103.3627238,33.69389231
QH-E-3-14,-103.3615145,33.68428298
QH-E-3-15,-103.3615244,33.68415866
QH-E-3-16,-103.361526,33.68407662
QH-E-3-17,-103.3615278,33.68397925
QH-E-3-18,-103.3615302,33.68385664
QH-E-3-19,-103.3615333,33.68369255
QH-E-3-20,-103.3615345,33.68362764
QH-E-3-21,-103.3615395,33.68336619
QH-E-3-22,-103.3615423,33.68321833
QH-E-3-23,-103.3615474,33.68294876
QH-E-3-24,-103.36155,33.68280992
QH-E-3-25,-103.3615536,33.68262239
QH-E-3-26,-103.3614288,33.6826018
QH-E-3-27,-103.3614372,33.68216093
QH-E-3-28,-103.3614447,33.68176785
QH-E-4,-103.1834095,33.60870594
QH-E-4-1,-103.2362849,33.61064455
QH-E-4-2,-103.2364215,33.61076283
QH-E-4-3,-103.2364893,33.61082151
QH-E-4-4,-103.236645,33.6109563
QH-E-4-5,-103.2369511,33.61122127
QH-E-4-6,-103.2370453,33.61130288
QH-E-4-7,-103.2371407,33.6113854
QH-E-4-8,-103.2372159,33.61145049
QH-E-4-9,-103.2373578,33.61157336
QH-E-4-10,-103.2375346,33.61172647
QH-E-4-11,-103.2376564,33.61183192
QH-E-4-12,-103.2377793,33.61193827
QH-E-4-13,-103.2379488,33.61208497
QH-E-4-14,-103.2380706,33.61219041
QH-E-4-15,-103.2389878,33.61298442
QH-E-4-16,-103.239171,33.61314304
QH-E-4-17,-103.2393267,33.61327782
QH-E-4-18,-103.2393918,33.61341491
QH-E-4-19,-103.2394596,33.61347359
QH-E-5,-100.275868,35.90300335
QH-E-5-1,-100.2753586,35.90274641
QH-E-5-2,-100.275288,35.902767
QH-E-5-3,-100.2752201,35.9028146
QH-E-5-4,-100.2751642,35.90285215
QH-E-5-5,-100.2752908,35.90280303
QH-E-5-6,-100.2752966,35.9028201
QH-E-5-7,-100.2750854,35.9029152
QH-E-5-8,-100.2750318,35.90295724
QH-E-5-9,-100.2749351,35.90300965
QH-E-5-10,-100.2748692,35.90304731
QH-E-5-11,-100.274839,35.903026
QH-E-5-12,-100.2747697,35.90305739
QH-E-5-13,-100.2747665,35.90306824
QH-E-5-14,-100.2746943,35.90305368
QH-E-5-15,-100.2746943,35.90305368
QH-E-5-16,-100.2745505,35.90307414
QH-E-5-17,-100.2745625,35.90305778
QH-E-5-18,-100.2745699,35.90303787
QH-E-5-19,-100.2745758,35.9032704
QH-E-5-20,-100.2745468,35.90325809
QH-E-5-21,-100.2744489,35.90323389
QH-E-5-22,-100.275868,35.90300335
QH-E-5-23,-100.275548,35.90246492
QH-E-5-24,-100.2755193,35.90246974
QH-E-5-25,-100.2753749,35.90245144
QH-E-5-26,-100.2753317,35.90217242
QH-E-5-27,-100.2753299,35.90213007
QH-E-5-28,-100.2751944,35.90217929
QH-E-5-29,-100.276402,35.90361433
QH-E-5-30,-100.2764024,35.90364137
QH-E-5-31,-100.2763719,35.90365204
QH-E-5-32,-100.2763723,35.90367908
QH-E-5-33,-100.2774168,35.90256586
QH-E-5-34,-100.275868,35.90300335
QH-E-5-35,-100.275868,35.90300335
QH-E-5-36,-100.275868,35.90300335
QH-E-5-37,-100.275868,35.90300335
QH-E-5-38,-100.275868,35.90300335
QH-E-5-39,-100.275868,35.90300335
QH-E-5-40,-100.275868,35.90300335
QH-E-5-41,-100.275868,35.90300335
QH-E-5-42,-100.275868,35.90300335
QH-E-5-43,-100.275868,35.90300335
QH-E-6,-100.1993396,35.44525957
QH-E-6-1,-100.1768678,35.44468101
QH-E-6-2,-100.176718,35.44468247
QH-E-6-3,-100.1766684,35.44468295
QH-E-6-4,-100.1765186,35.44468442
QH-E-6-5,-100.1764679,35.44468491
QH-E-6-6,-100.1763181,35.44468637
QH-E-6-7,-100.1762685,35.44468685
QH-E-6-8,-100.1761187,35.44468831
QH-E-6-9,-100.1760691,35.44468879
QH-E-6-10,-100.1759193,35.44469025
QH-E-6-11,-100.1758686,35.44469075
QH-E-6-12,-100.1757188,35.44469221
QH-E-6-13,-100.1756692,35.44469269
QH-E-6-14,-100.1755194,35.44469415
QH-E-6-15,-100.1755095,35.44469425
QH-E-6-16,-100.1993396,35.44525957
QH-E-7,-99.92558344,35.76709137
QH-E-7-1,-99.92558344,35.76709137
QH-E-7-2,-99.92558278,35.76703416
QH-E-7-3,-99.92558212,35.76697694
QH-E-7-4,-99.92558145,35.76691973
QH-E-7-5,-99.92558079,35.76686252
QH-E-7-6,-99.92558013,35.7668053
QH-E-7-7,-99.92557947,35.76674809
QH-E-7-8,-99.92591637,35.76575085
QH-E-7-9,-99.9259159,35.76570998
QH-E-7-10,-99.92591543,35.76566912
QH-E-7-11,-99.92591495,35.76562825
QH-E-7-12,-99.92591448,35.76558738
QH-E-7-13,-99.92591401,35.76554652
QH-E-7-14,-99.92591353,35.76550564
QH-E-7-15,-99.92591306,35.76546478
QH-E-7-16,-99.92591258,35.76542391
QH-E-7-17,-99.9255031,35.76521758
QH-E-7-18,-99.92550216,35.76513585
QH-E-7-19,-99.92550121,35.76505412
QH-E-7-20,-99.92550026,35.76497238
QH-E-7-21,-99.92549932,35.76489065
QH-E-7-22,-99.92549837,35.76480892
QH-E-7-23,-99.92549742,35.76472719
QH-E-7-24,-99.92549648,35.76464545
QH-E-7-25,-99.92549553,35.76456372
QH-E-7-26,-99.92549458,35.76448198
QH-E-7-27,-99.92549364,35.76440025
QH-E-8,-99.81720621,35.79435024
QH-E-8-1,-99.81718599,35.79432062
QH-E-8-2,-99.81714956,35.79432898
QH-E-8-3,-99.81716055,35.7943217
QH-E-8-4,-99.81711273,35.79440677
QH-E-8-5,-99.81708322,35.79444303
QH-E-8-6,-99.81704294,35.79450822
QH-E-8-7,-99.81700369,35.79456529
QH-E-8-8,-99.81692186,35.79467945
QH-E-8-9,-99.81696396,35.79479276
QH-E-8-10,-99.81693464,35.79495525
QH-E-8-11,-99.81689339,35.79503397
QH-E-8-12,-99.81685351,35.79513792
QH-E-8-13,-99.81684082,35.79519481
QH-E-8-14,-99.81673454,35.79529922
QH-E-8-15,-99.81663856,35.79532872
QH-E-8-16,-99.81653472,35.79534655
QH-E-8-17,-99.81650593,35.79534495
QH-E-8-18,-99.81768761,35.79478334
QH-E-8-19,-99.81720621,35.79435024
QH-E-8-20,-99.87111252,35.77386441
QH-E-8-21,-99.8710334,35.77391367
QH-E-8-22,-99.87095957,35.77394035
QH-E-8-23,-99.87086334,35.77394285
QH-E-8-24,-99.87077256,35.7739372
QH-E-8-25,-99.87071666,35.77398539
QH-E-8-26,-99.87067482,35.77400372
QH-E-8-27,-99.87039768,35.77374968
QH-E-8-28,-99.8703215,35.77376465
QH-E-8-29,-99.87028826,35.77376039
QH-E-8-30,-99.87021198,35.77376545
QH-E-8-31,-99.81720621,35.79435024
QH-E-9,-102.2548214,33.23895599
QH-E-10,-101.3319871,32.28616841
QH-E-10-1,-101.3344383,32.2861231
QH-E-10-2,-101.3344178,32.28532086
QH-E-10-3,-101.3369709,32.28594095
QH-E-10-4,-101.3385135,32.28648052
QH-E-10-5,-101.3383462,32.28575315
QH-E-10-6,-101.3389559,32.28799639
QH-E-10-7,-101.3273907,32.28950883
QH-E-10-8,-101.3331352,32.28705803
QH-E-10-9,-101.3347004,32.28640683
QH-E-11,-102.8129993,31.62683542
QH-E-11-1,-102.8129993,31.62683542
QH-E-11-2,-102.8144955,31.63137073
QH-E-11-3,-102.8106443,31.63107022
QH-E-11-4,-102.8154028,31.63179214
QH-E-11-5,-102.8160015,31.63233453
QH-E-12,-102.6063833,31.38229467
QH-E-12-1,-102.6063832,31.38229557
QH-E-13,-101.3906003,33.45861011
QH-E-13-1,-101.3906003,33.45861011
QH-E-13-2,-101.3906003,33.45861011
QH-E-13-3,-101.3906003,33.45861011
QH-E-13-4,-101.3906003,33.45861011
QH-E-13-5,-101.3906003,33.45861011
QH-E-13-6,-101.3906003,33.45861011
QH-E-13-7,-101.3906003,33.45861011
QH-E-13-8,-101.3906003,33.45861011
QH-E-14,-101.0739003,33.43528023
QH-E-14-1,-101.0739003,33.43528023
QH-E-14-2,-101.0739003,33.43528023
QH-E-14-3,-101.0739003,33.43528023
QH-E-14-4,-101.0739003,33.43528023
QH-E-14-5,-101.0739003,33.43528023
QH-E-14-6,-101.0739003,33.43528023
QH-E-14-7,-101.0739003,33.43528023
QH-E-14-8,-101.0739003,33.43528023
QH-E-14-9,-101.0739003,33.43528023
QH-E-14-10,-101.0739003,33.43528023
QH-E-14-11,-101.0739003,33.43528023
QH-E-14-12,-101.0739003,33.43528023
QH-E-AUX2,-103.2323785,33.37290208
QH-E-AUX2-1,-103.2323785,33.37290208
QH-E-AUX2-2,-103.2323166,33.37298777
QH-E-AUX2-3,-103.2322105,33.37313326
QH-E-AUX2-4,-103.2320682,33.37331069
QH-E-AUX3,-103.2622095,33.64291041
QH-E-AUX3-1,-103.2622095,33.64291041
QH-E-AUX3-2,-103.2622095,33.64291041
QH-E-AUX4,-103.0519204,33.62676025
QH-E-AUX4-1,-103.0519204,33.62676025
QH-E-AUX4-2,-103.0519204,33.62676025
QH-E-AUX5,-102.9398189,33.1497226
QH-E-AUX5-1,-103.0479685,33.09685172
QH-E-AUX5-2,-103.0480561,33.09681521
QH-E-AUX5-3,-103.0481383,33.09677773
QH-E-AUX5-4,-103.0482166,33.09672484
QH-E-AUX5-5,-103.0483172,33.09668403
QH-E-AUX5-6,-103.0483898,33.09664639
QH-E-AUX5-7,-103.0484753,33.09660445
QH-E-AUX5-8,-103.0486011,33.09653968
QH-E-AUX5-9,-103.0486824,33.09649586
QH-E-AUX5-10,-103.0487669,33.0964539
QH-E-AUX5-11,-103.0488471,33.09641097
QH-E-AUX6,-103.1108105,33.20302001
QH-E-AUX6-1,-103.1108105,33.20302001
QH-E-AUX6-2,-103.1108105,33.20302001
QH-E-AUX7,-103.0529204,33.57045106
QH-E-AUX7-1,-103.0529204,33.57045106
QH-E-AUX7-2,-103.0529204,33.57045106
QH-E-AUX7-3,-103.0529204,33.57045106
QH-E-AUX7-4,-103.0529204,33.57045106
QH-E-AUX7-5,-103.0529204,33.57045106
QH-E-AUX7-6,-103.0529204,33.57045106
QH-E-AUX8,-100.1122789,35.44871235
QH-E-AUX8-1,-100.1119852,35.36103359
QH-E-AUX8-2,-100.1118345,35.36103407
QH-E-AUX8-3,-100.1118345,35.36103407
QH-E-AUX8-4,-100.1118338,35.36098503
QH-E-AUX8-5,-100.1118331,35.360936
QH-E-AUX8-6,-100.1118326,35.36089922
QH-E-AUX8-7,-100.1118315,35.36081748
QH-E-AUX8-8,-100.1118307,35.36076026
QH-E-AUX8-9,-100.1119852,35.36103359
QH-E-AUX8-10,-100.1119847,35.36099272
QH-E-AUX8-11,-100.1121501,35.43358269
QH-E-AUX8-12,-100.1121501,35.43358269
QH-E-AUX8-13,-100.1121563,35.43403345
QH-E-BAZ46-1,-103.02143,31.55394
QH-E-BAZ46-2,-103.02177,31.55388
QH-E-BAZ46-3,-103.02914,31.55177
QH-E-BAZ46-4,-103.02918,31.55162
QH-E-BAZ46-5,-103.02943,31.55155
QH-E-BAZ46-6,-103.0434,31.54726
QH-E-BAZ46-7,-103.04378,31.54718
QH-E-BAZ46-8,-103.04453,31.54692
QH-E-BAZ46-9,-103.04469,31.54689
QH-E-IMP-1,-102.62246,31.40127
QH-E-IMP-2,-102.62246,31.40127
QH-E-IMP-3,-102.62202,31.39991
QH-E-IMP-4,-102.62194,31.399667
QH-E-IMP-5,-102.62194,31.399646
QH-E-IMP-6,-102.62194,31.399646
QH-E-IMP-7,-102.6217,31.399738
QH-E-IMP-8,-102.632174,31.403507
QH-E-IMP-9,-102.623627,31.405043
QH-E-IMP-10,-102.624133,31.405816
QH-E-IMP-11,-102.624133,31.406691
QH-E-IMP-12,-102.62429,31.407118
QH-E-IMP-13,-102.625242,31.410159
QH-E-IMP-14,-102.626533,31.41433
QH-E-IMP-15,-102.62681,31.41511
QH-E-IMP-16,-102.630304,31.426272
QH-E-IMP-17,-102.630304,31.426272
QH-W-1-1,-111.98501,34.72733983
QH-W-1-2,-111.98501,34.72733983
QH-W-1-3,-111.98501,34.72733983
QH-W-1-4,-111.98501,34.72733983
QH-W-1-5,-111.98501,34.72733983
QH-W-1-6,-111.98501,34.72733983
QH-W-1-7,-111.98501,34.72733983
QH-W-1-8,-111.98501,34.72733983
QH-W-1-9,-111.98501,34.72733983
QH-W-1-10,-111.98501,34.72733983
QH-W-1-11,-111.98501,34.72733983
QH-W-1-12,-111.98501,34.72733983
QH-W-1-13,-111.98501,34.72733983
QH-W-1-14,-111.98501,34.72733983
QH-W-1-15,-111.98501,34.72733983
QH-W-1-16,-111.98501,34.72733983
QH-W-1-17,-111.98501,34.72733983
QH-W-1-18,-111.98501,34.72733983
QH-W-1-19,-111.98501,34.72733983
QH-W-1-20,-111.98501,34.72733983
QH-W-1-21,-111.98501,34.72733983
QH-W-1-22,-111.98501,34.72733983
QH-W-1-23,-111.98501,34.72733983
QH-W-1-24,-111.98501,34.72733983
QH-W-1-25,-111.98501,34.72733983
QH-W-1-26,-111.98501,34.72733983
QH-W-1-27,-111.98501,34.72733983
QH-W-1-28,-111.98501,34.72733983
QH-W-1-29,-111.98501,34.72733983
QH-W-1-30,-111.98501,34.72733983
QH-W-1-31,-111.98501,34.72733983
QH-W-1-32,-111.98501,34.72733983
QH-W-1-33,-111.98501,34.72733983
QH-W-1-34,-111.98501,34.72733983
QH-W-1-35,-111.98501,34.72733983
QH-W-1-36,-111.98501,34.72733983
QH-W-1-37,-111.98501,34.72733983
QH-W-1-38,-111.98501,34.72733983
QH-W-1-39,-111.98501,34.72733983
QH-W-1-40,-111.98501,34.72733983
QH-W-2,-111.98501,34.72733983
QH-W-2-1,-109.6179435,36.92716393
QH-W-2-2,-109.6157041,36.92713785
QH-W-2-3,-109.6156255,36.92707294
QH-W-2-4,-109.6155481,36.92700894
QH-W-2-5,-109.6154851,36.92695682
QH-W-2-6,-109.6152893,36.926795
QH-W-2-7,-109.6150935,36.92663317
QH-W-2-8,-109.6149375,36.92650425
QH-W-2-9,-109.6147815,36.92637534
QH-W-2-10,-109.6145459,36.9261806
QH-W-2-11,-109.6143114,36.92598677
QH-W-2-12,-109.6146032,36.92636515
QH-W-3,-109.6179435,36.92716393
QH-W-3-1,-110.1328778,36.6162311
QH-W-3-2,-110.132222,36.61936705
QH-W-3-3,-110.1325402,36.61641795
QH-W-3-4,-110.1325402,36.61641795
QH-W-3-5,-110.1325402,36.61641795
QH-W-3-6,-110.1323679,36.61641669
QH-W-3-7,-110.1322784,36.61641604
QH-W-3-8,-110.1322914,36.61647653
QH-W-3-9,-110.1321712,36.61653696
QH-W-3-10,-110.1321278,36.6165709
QH-W-3-11,-110.1321278,36.6165709
QH-W-3-12,-110.1321725,36.61670194
QH-W-3-13,-110.1320853,36.61686807
QH-W-3-14,-110.1300111,36.61757142
QH-W-3-15,-110.1279528,36.61762849
QH-W-3-16,-110.1279528,36.61762849
QH-W-3-17,-110.1272032,36.61765906
QH-W-3-18,-110.1271921,36.61765898
QH-W-3-19,-110.1272178,36.6183533
QH-W-3-20,-110.1272049,36.61949717
QH-W-3-21,-110.1266498,36.62055053
QH-W-3-22,-110.1260415,36.62054607
QH-W-3-23,-110.1270646,36.61973594
QH-W-3-24,-110.1281843,36.62012005
QH-W-3-25,-110.1288939,36.62012524
QH-W-3-26,-110.1292624,36.61951313
QH-W-3-27,-110.1296988,36.62038443
QH-W-3-28,-110.1310118,36.62206805
QH-W-3-29,-110.1310022,36.62292437
QH-W-3-30,-110.1319431,36.62179538
QH-W-3-31,-110.1320258,36.61841547
QH-W-3-32,-110.1330289,36.61731757
QH-W-3-33,-110.1323057,36.61953443
QH-W-3-34,-110.1320127,36.61894904
QH-W-4,-110.1328778,36.6162311
QH-W-4-1,-111.9836999,37.09570982
QH-W-4-2,-111.9836996,37.09569348
QH-W-4-3,-111.9836999,37.09570982
QH-W-4-4,-111.9837531,37.09591368
QH-W-4-5,-111.9838073,37.09601
QH-W-4-6,-111.983775,37.09603609
QH-W-4-7,-111.9837755,37.09607694
QH-W-4-8,-111.9837259,37.09615908
QH-W-4-9,-111.9838779,37.09607609
QH-W-4-10,-111.9840962,37.09624764
QH-W-4-11,-111.9840948,37.09614141
QH-W-4-12,-111.9836999,37.09570982
QH-W-4-13,-111.9836999,37.09570982
QH-W-4-14,-111.9836999,37.09570982
QH-W-4-15,-111.9836999,37.09570982
QH-W-4-16,-111.9836999,37.09570982
QH-W-4-17,-111.9836999,37.09570982
QH-W-4-18,-111.9836999,37.09570982
QH-W-4-19,-111.9836999,37.09570982
QH-W-4-20,-111.9836999,37.09570982
QH-W-4-21,-111.9836999,37.09570982
QH-W-4-22,-111.9836999,37.09570982
QH-W-4-23,-111.9836999,37.09570982
QH-W-4-24,-111.9836999,37.09570982
QH-W-4-25,-111.9836999,37.09570982
QH-W-4-26,-111.9836999,37.09570982
QH-W-4-27,-111.9836999,37.09570982
QH-W-4-28,-111.9836999,37.09570982
QH-W-4-29,-111.9836999,37.09570982
QH-W-4-30,-111.9836999,37.09570982
QH-W-4-31,-111.9836999,37.09570982
QH-W-4-32,-111.9836999,37.09570982
QH-W-4-33,-111.9836999,37.09570982
QH-W-5,-111.9836999,37.09570982
QH-W-5-1,-111.5398813,36.7860091
QH-W-5-2,-111.5398826,36.78619707
QH-W-5-3,-111.5396683,36.78637156
QH-W-5-4,-111.539454,36.78654561
QH-W-5-5,-111.5394563,36.78687283
QH-W-5-6,-111.5398654,36.78692867
QH-W-5-7,-111.5393653,36.78733547
QH-W-5-8,-111.5388652,36.78774228
QH-W-5-9,-111.5383063,36.78774481
QH-W-5-10,-111.5388831,36.78750105
QH-W-5-11,-111.5384687,36.78783811
QH-W-5-12,-111.53856,36.78769205
QH-W-5-13,-111.5381313,36.78804074
QH-W-5-14,-111.5376639,36.78804285
QH-W-5-15,-111.5374387,36.78769689
QH-W-5-16,-111.5373315,36.78778406
QH-W-5-17,-111.537151,36.78823005
QH-W-5-18,-111.5371517,36.78832812
QH-W-5-19,-111.5374319,36.78832685
QH-W-5-20,-111.5364037,36.78874726
QH-W-5-21,-111.5362608,36.78886349
QH-W-5-22,-111.5401183,36.78623339
QH-W-5-23,-111.5407279,36.78623062
QH-W-5-24,-111.5412359,36.78622831
QH-W-5-25,-111.5415049,36.78626495
QH-W-5-26,-111.5420519,36.78627688
QH-W-5-27,-111.5424755,36.78622267
QH-W-5-28,-111.5427803,36.78622128
QH-W-5-29,-111.5431549,36.78609426
QH-W-5-30,-111.5396798,36.78619842
QH-W-6,-111.5393901,36.78596806
QH-W-6-1,-110.068672,37.06437107
QH-W-6-2,-110.068672,37.06437197
QH-W-6-3,-110.0681045,37.06455501
QH-W-6-4,-110.0678113,37.06465005
QH-W-6-5,-110.0671491,37.06486389
QH-W-6-6,-110.0670448,37.06489732
QH-W-6-7,-110.0663354,37.0651261
QH-W-6-8,-110.0657206,37.06532498
QH-W-6-9,-110.0654084,37.06542528
QH-W-6-10,-110.0649355,37.06557839
QH-W-6-11,-110.0645571,37.0656998
QH-W-6-12,-110.0641787,37.06582211
QH-W-6-13,-110.0638666,37.06592331
QH-W-6-14,-110.0637247,37.06596907
QH-W-6-15,-110.0636679,37.06598665
QH-W-6-16,-110.0622491,37.06644506
QH-W-6-17,-110.0620882,37.06649698
QH-W-6-18,-110.0614734,37.06669493
QH-W-6-19,-110.0612842,37.06675653
QH-W-6-20,-110.0612039,37.06681899
QH-W-6-21,-110.0608368,37.06681608
QH-W-6-22,-110.0601039,37.06778379
QH-W-6-23,-110.0590917,37.06811018
QH-W-6-24,-110.0587133,37.06823248
QH-W-6-25,-110.0584295,37.06832397
QH-W-6-26,-110.0580421,37.06832089
QH-W-6-27,-110.0577361,37.06831846
QH-W-6-28,-110.0571243,37.0683136
QH-W-6-29,-110.0569713,37.06831238
QH-W-6-30,-110.0568694,37.06831157
QH-W-6-31,-110.0565635,37.06830914
QH-W-6-32,-110.0570633,37.06806613
QH-W-6-33,-110.0655769,37.06635775
QH-W-6-34,-110.0655736,37.06662815
QH-W-6-35,-110.0682638,37.06436877
QH-W-7,-110.0678364,37.06436541
QH-W-7-1,-109.9730905,37.23394303
QH-W-7-2,-109.9730905,37.23394393
QH-W-7-3,-109.9726102,37.23393977
QH-W-7-4,-109.9719868,37.23393436
QH-W-7-5,-109.971762,37.2339324
QH-W-7-6,-109.9712306,37.23392779
QH-W-7-7,-109.9709649,37.23392548
QH-W-7-8,-109.9702904,37.23391962
QH-W-7-9,-109.9694115,37.23391197
QH-W-7-10,-109.9693553,37.23421795
QH-W-7-11,-109.9678245,37.23239286
QH-W-7-12,-109.9668239,37.23157515
QH-W-7-13,-109.9683362,37.23124357
QH-W-7-14,-109.9690317,37.23148105
QH-W-7-15,-109.9697035,37.23202975
QH-W-7-16,-109.9697392,37.23205891
QH-W-7-17,-109.9706307,37.23177281
QH-W-7-18,-109.9708717,37.23158472
QH-W-7-19,-109.9718834,37.23159351
QH-W-7-20,-109.9727369,37.23131878
QH-W-7-21,-109.9735749,37.23132605
QH-W-7-22,-109.9738814,37.23132871
QH-W-7-23,-109.9743818,37.23173776
QH-W-7-24,-109.9751966,37.23240371
QH-W-7-25,-109.9741968,37.23382733
QH-W-7-26,-109.974193,37.23410514
QH-W-7-27,-109.9740686,37.23433811
QH-W-7-28,-109.9738185,37.2341337
QH-W-7-29,-109.973708,37.2339138
QH-W-7-30,-109.9732792,37.23356337
QH-W-7-31,-109.9731505,37.23345825
QH-W-7-32,-109.9728646,37.23322463
QH-W-8,-109.9728603,37.2335433
QH-W-8-1,-110.6018908,38.0652447
QH-W-8-2,-110.6018908,38.0652456
QH-W-8-3,-110.6022112,38.06524669
QH-W-8-4,-110.6020938,38.06501982
QH-W-8-5,-110.6017792,38.06491557
QH-W-8-6,-110.602141,38.06491679
QH-W-8-7,-110.6022129,38.06478115
QH-W-8-8,-110.6019,38.06453164
QH-W-8-9,-110.601644,38.06451474
QH-W-8-10,-110.6014654,38.06381114
QH-W-8-11,-110.6015533,38.06364536
QH-W-8-12,-110.601957,38.06332893
QH-W-8-13,-110.6018082,38.06304156
QH-W-8-14,-110.6014808,38.06278045
QH-W-8-15,-110.6012479,38.06259458
QH-W-8-16,-110.6006951,38.06241155
QH-W-8-17,-110.6005132,38.06226672
QH-W-8-18,-110.6003411,38.06232202
QH-W-8-19,-110.6007865,38.06288052
QH-W-8-20,-110.6002432,38.06213332
QH-W-8-21,-110.5979012,38.06310502
QH-W-8-22,-110.5977413,38.06340643
QH-W-8-23,-110.5999481,38.06401328
QH-W-8-24,-110.599946,38.06440548
QH-W-8-25,-110.5999458,38.06444634
QH-W-8-26,-110.6003096,38.06473647
QH-W-8-27,-110.5999206,38.06504137
QH-W-8-28,-110.599919,38.06534369
QH-W-8-29,-110.6003193,38.06547639
QH-W-8-30,-110.6001436,38.06547579
QH-W-8-31,-110.5995744,38.06566134
QH-W-8-32,-110.5994745,38.06584972
QH-W-8-33,-110.5994739,38.06594778
QH-W-8-34,-110.5994661,38.0673777
QH-W-8-35,-110.5997572,38.0676098
QH-W-8-36,-110.5997536,38.06826347
QH-W-8-37,-110.6018908,38.0652447
QH-W-8-38,-110.6018908,38.0652447
QH-W-8-39,-110.6018908,38.0652447
QH-W-9,-110.6018908,38.0652447
QH-W-9-1,-109.5268944,38.57305879
QH-W-9-2,-109.5268944,38.57305969
QH-W-9-3,-109.5270091,38.57328732
QH-W-9-4,-109.5272231,38.57371265
QH-W-9-5,-109.5272849,38.57383418
QH-W-9-6,-109.5273795,38.57414806
QH-W-9-7,-109.5274304,38.57452177
QH-W-9-8,-109.5273101,38.57473923
QH-W-9-9,-109.5271861,38.57496386
QH-W-9-10,-109.5267939,38.57567622
QH-W-9-11,-109.5265662,38.57608878
QH-W-9-12,-109.5262145,38.57672596
QH-W-9-13,-109.5258703,38.57604217
QH-W-9-14,-109.525081,38.57540233
QH-W-9-15,-109.525081,38.57540233
QH-W-9-16,-109.5244557,38.57443474
QH-W-9-17,-109.5237025,38.57382418
QH-W-9-18,-109.5228086,38.57358492
QH-W-9-19,-109.5225054,38.57269798
QH-W-9-20,-109.5226294,38.57247336
QH-W-9-21,-109.5233769,38.57190516
QH-W-9-22,-109.5235779,38.57133278
QH-W-9-23,-109.5239833,38.5716614
QH-W-9-24,-109.52496,38.57245319
QH-W-9-25,-109.5253224,38.57274702
QH-W-9-26,-109.5256194,38.57298776
QH-W-9-27,-109.5255105,38.57337568
QH-W-9-28,-109.5258433,38.57337988
QH-W-9-29,-109.5263761,38.57314328
