"","global","glob_v_com","glob_com","glob_lowfr","glob_rare","reg_rare","loc_com_d1","loc_com_d2","loc_rare"
"QUAC",NA,NA,NA,NA,NA,NA,NA,NA,NA
"QUAR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"QUAU",NA,NA,NA,NA,NA,NA,NA,NA,NA
"QUBO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"QUCA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"QUCE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"QUEN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"QUGE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"QUGR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"QUHA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"QUHI",NA,NA,NA,NA,NA,NA,NA,NA,NA
"QUOG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"QUPA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"QUTO",NA,NA,NA,NA,NA,NA,NA,NA,NA
